path	primary_phase	secondary_phases	disposition	evidence_refs	findings_refs	notes
apps/mobile/native-overlays/android/app/src/main/res/drawable-land-hdpi/splash.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android splash binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/drawable-land-mdpi/splash.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android splash binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/drawable-land-xhdpi/splash.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android splash binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/drawable-land-xxhdpi/splash.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android splash binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/drawable-land-xxxhdpi/splash.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android splash binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/drawable-port-hdpi/splash.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android splash binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/drawable-port-mdpi/splash.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android splash binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/drawable-port-xhdpi/splash.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android splash binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/drawable-port-xxhdpi/splash.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android splash binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/drawable-port-xxxhdpi/splash.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android splash binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android splash binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android splash icon binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon_anim_bloom.xml	15	03,17,18	reviewed-no-finding	mobile-overlay-review.txt		Android animated splash vector variant reviewed; no direct finding
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon_anim_draw.xml	15	03,17,18	reviewed-no-finding	mobile-overlay-review.txt		Android animated splash vector variant reviewed; no direct finding
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon_anim_drop.xml	15	03,17,18	reviewed-no-finding	mobile-overlay-review.txt		Android animated splash vector variant reviewed; no direct finding
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon_anim_fade.xml	15	03,17,18	reviewed-no-finding	mobile-overlay-review.txt		Android animated splash vector variant reviewed; no direct finding
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon_anim_scale.xml	15	03,17,18	reviewed-no-finding	mobile-overlay-review.txt		Android animated splash vector variant reviewed; no direct finding
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon_anim_slide.xml	15	03,17,18	reviewed-no-finding	mobile-overlay-review.txt		Android animated splash vector variant reviewed; no direct finding
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon_anim_wipe.xml	15	03,17,18	reviewed-no-finding	mobile-overlay-review.txt		Android animated splash vector variant reviewed; no direct finding
apps/mobile/native-overlays/android/app/src/main/res/drawable/splash_icon_vector.xml	15	03,17,18	reviewed-no-finding	mobile-overlay-review.txt		Android splash wordmark VectorDrawable reviewed; no direct finding
apps/mobile/native-overlays/android/app/src/main/res/mipmap-hdpi/ic_launcher.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android launcher binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/mipmap-hdpi/ic_launcher_foreground.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android launcher binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/mipmap-hdpi/ic_launcher_round.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android launcher binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/mipmap-mdpi/ic_launcher.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android launcher binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/mipmap-mdpi/ic_launcher_foreground.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android launcher binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/mipmap-mdpi/ic_launcher_round.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android launcher binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xhdpi/ic_launcher.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android launcher binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xhdpi/ic_launcher_foreground.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android launcher binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xhdpi/ic_launcher_round.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android launcher binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xxhdpi/ic_launcher.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android launcher binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xxhdpi/ic_launcher_foreground.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android launcher binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xxhdpi/ic_launcher_round.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android launcher binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android launcher binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher_foreground.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android launcher binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher_round.png	15	03,17,18	binary-reviewed	mobile-overlay-review.txt		Static Android launcher binary asset reviewed
apps/mobile/native-overlays/android/app/src/main/res/values/ic_launcher_background.xml	15	03,17,18	reviewed-no-finding	mobile-overlay-review.txt		Android launcher background color reviewed; no direct finding
apps/mobile/native-overlays/android/app/src/main/res/values/styles.xml	15	03,17,18	reviewed-no-finding	mobile-overlay-review.txt		Android splash/theme overlay reviewed; no direct finding
apps/mobile/native-overlays/android/app/src/main/res/xml/backup_rules.xml	15	03,17,18	reviewed-no-finding	phase-15-mobile-native notes		Android backup exclusion overlay reviewed
apps/mobile/native-overlays/android/app/src/main/res/xml/data_extraction_rules.xml	15	03,17,18	reviewed-no-finding	phase-15-mobile-native notes		Android 12+ data extraction exclusion overlay reviewed
apps/mobile/native-overlays/android/app/src/main/res/xml/file_paths.xml	15	03,17,18	reviewed-with-finding	android-fileprovider-overlay-drift.txt	A4-027	Scoped overlay reviewed; current generated Android project is stale relative to overlay
apps/mobile/native-overlays/ios/App/App/Info.plist.additions.txt	15	03,17,18	reviewed-no-finding	phase-15-mobile-native notes		iOS usage-description overlay guidance reviewed
apps/mobile/native-overlays/ios/release.xcconfig	15	03,17,18	reviewed-no-finding	phase-15-mobile-native notes		iOS release debug flag overlay reviewed
apps/mobile/package.json	15	03,17,18	reviewed-with-finding	A4-008	phase 04	Capacitor plugin parity checked; Capgo license-doc gap filed
apps/mobile/scripts/apply-native-overlays.sh	15	03,17,18	reviewed-with-finding	android-fileprovider-overlay-drift.txt	A4-027	Overlay script copies scoped file_paths, but generated project currently does not reflect it
apps/web/.env.local.example	03	14,15,20	reviewed-no-finding	local-env-secret-residue.txt		Example file reviewed while checking local env residue; no committed secret value
apps/web/.env.production	03	14,15,20	reviewed-no-finding	web-config-assets-review.txt		Web package config reviewed for build/deploy/test/static-export role
apps/web/AGENTS.md	03	14,15,20	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
apps/web/Dockerfile	03	14,15,20	reviewed-no-finding	web-config-assets-review.txt		Web package config reviewed for build/deploy/test/static-export role
apps/web/README.md	03	14,15,20	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
apps/web/app/__tests__/entry-server-headers.test.ts	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/app.css	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/ClusterMap.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/FixedSearchButton.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/Footer.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/MapBottomSheet.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/MerchantCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/NativeBackButton.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/NativeTabBar.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/Navbar.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/__tests__/MerchantCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/AdminAuditTail.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/AdminMonthlyCashbackChart.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/AdminNav.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/AdminUserFlywheelChip.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/AdminWithdrawalForm.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/AssetCirculationCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/AssetDriftBadge.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/AssetDriftWatcherCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/CashbackRealizationCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/CashbackSparkline.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/CashbackSummaryChip.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/ConfigsHistoryCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/CopyButton.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/CreditAdjustmentForm.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/CreditFlowChart.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/CreditTransactionsTable.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/CsvDownloadButton.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/DiscordNotifiersCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/FleetFlywheelHeadline.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/MerchantCashbackMonthlyChart.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/MerchantCashbackPaidCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/MerchantFlywheelActivityChart.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/MerchantFlywheelChip.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/MerchantOperatorMixCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/MerchantRailMixCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/MerchantResyncButton.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/MerchantStatsTable.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/MerchantTopEarnersCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/MerchantsFlywheelShareCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/OperatorMerchantMixCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/OperatorStatsCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/OrdersSparkline.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/PaymentMethodActivityChart.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/PaymentMethodShareCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/PayoutsByAssetTable.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/PayoutsSparkline.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/RealizationSparkline.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/ReasonDialog.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/ReplayedBadge.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/RequireAdmin.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/SettlementLagCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/Sparkline.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/StuckOrdersCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/StuckPayoutsCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/SupplierSpendActivityChart.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/SupplierSpendCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/TopUsersByPendingPayoutCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/TopUsersTable.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/TreasuryReconciliationChart.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/UserCashbackByMerchantTable.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/UserCashbackMonthlyChart.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/UserOperatorMixCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/UserOrdersTable.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/UserPayoutsTable.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/UserRailMixCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/UsersRecyclingActivityCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/admin/__tests__/AdminAuditTail.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/AdminMonthlyCashbackChart.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/AdminNav.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/AdminUserFlywheelChip.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/AdminWithdrawalForm.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/AssetCirculationCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/AssetDriftBadge.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/AssetDriftWatcherCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/CashbackRealizationCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/CashbackSparkline.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/CashbackSummaryChip.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/ConfigsHistoryCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/CopyButton.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/CreditAdjustmentForm.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/CreditFlowChart.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/CsvDownloadButton.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/DiscordNotifiersCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/FleetFlywheelHeadline.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/MerchantCashbackMonthlyChart.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/MerchantCashbackPaidCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/MerchantFlywheelActivityChart.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/MerchantFlywheelChip.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/MerchantOperatorMixCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/MerchantRailMixCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/MerchantResyncButton.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/MerchantStatsTable.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/MerchantTopEarnersCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/MerchantsFlywheelShareCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/OperatorMerchantMixCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/OperatorStatsCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/OrdersSparkline.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/PaymentMethodActivityChart.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/PaymentMethodShareCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/PayoutsSparkline.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/RealizationSparkline.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/ReplayedBadge.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/SettlementLagCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/Sparkline.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/StuckOrdersCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/StuckPayoutsCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/SupplierSpendActivityChart.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/SupplierSpendCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/TopUsersByPendingPayoutCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/TopUsersTable.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/TreasuryReconciliationChart.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/UserCashbackByMerchantTable.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/UserCashbackMonthlyChart.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/UserOperatorMixCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/UserOrdersTable.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
